system:index,B1,B2,B3,B4,B5,Latitude,Longitude,Pixel-Y,class,﻿Pixel-X,.geo
00000000000000000953,0.0485,0.0625,0.0928,0.0204,0.0123,49.69241556,-124.8499164,8733.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a6a,0.0486,0.0642,0.0906,0.0224,0.0123,49.69161314,-124.8501235,8742.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a6b,0.0486,0.059,0.0876,0.0205,0.0123,49.69160817,-124.8499852,8742.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a86,0.0486,0.0632,0.0892,0.022,0.0123,49.69152343,-124.8501312,8743.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a87,0.0486,0.0604,0.0876,0.0208,0.0123,49.69151847,-124.8499929,8743.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc9,0.0409,0.063,0.088,0.0203,0.0123,49.6905267,-124.8499388,8754.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bca,0.0409,0.0678,0.093,0.021,0.0123,49.69052174,-124.8498005,8754.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be7,0.0409,0.0662,0.0898,0.0207,0.0123,49.69043699,-124.8499464,8755.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be8,0.0409,0.0656,0.0956,0.0217,0.0123,49.69043203,-124.8498081,8755.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c02,0.0466,0.0604,0.0844,0.0182,0.0123,49.69036713,-124.8505072,8756.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c03,0.0466,0.0556,0.0788,0.0169,0.0123,49.69036217,-124.8503689,8756.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c21,0.0466,0.0532,0.084,0.0178,0.0123,49.69027743,-124.8505148,8757.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c22,0.0466,0.0542,0.0789,0.0156,0.0123,49.69027246,-124.8503766,8757.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000810,0.0465,0.0606,0.0872,0.0202,0.0124,49.69321798,-124.8497092,8724.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000811,0.0465,0.0594,0.0842,0.0213,0.0124,49.69321301,-124.8495709,8724.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000835,0.0465,0.0626,0.0899,0.019,0.0124,49.69312827,-124.8497169,8725.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000836,0.0465,0.0601,0.0846,0.0178,0.0124,49.6931233,-124.8495786,8725.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f4,0.0491,0.0632,0.0919,0.023,0.0124,49.69197198,-124.8500929,8738.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f5,0.0491,0.0652,0.0877,0.023,0.0124,49.69196701,-124.8499546,8738.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a12,0.0491,0.0634,0.0933,0.0214,0.0124,49.69188227,-124.8501006,8739.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a13,0.0491,0.0598,0.0888,0.0207,0.0124,49.6918773,-124.8499623,8739.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a32,0.0463,0.0588,0.0855,0.019,0.0124,49.69178263,-124.8498316,8740.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a33,0.0463,0.0608,0.0834,0.0206,0.0124,49.69177767,-124.8496934,8740.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a4f,0.0463,0.0598,0.0878,0.0209,0.0124,49.69169292,-124.8498393,8741.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a50,0.0463,0.0608,0.0864,0.0212,0.0124,49.69168796,-124.849701,8741.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc7,0.044,0.0578,0.0792,0.0166,0.0124,49.69053663,-124.8502153,8754.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc8,0.044,0.0592,0.0853,0.0191,0.0124,49.69053166,-124.8500771,8754.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be5,0.044,0.0558,0.082,0.0172,0.0124,49.69044692,-124.850223,8755.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be6,0.044,0.0575,0.0866,0.0188,0.0124,49.69044195,-124.8500847,8755.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b19,0.0426,0.0657,0.09,0.0214,0.0125,49.69105503,-124.8496163,8748.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b1a,0.0426,0.0594,0.0874,0.0194,0.0125,49.69105006,-124.849478,8748.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b36,0.0426,0.063,0.0924,0.0222,0.0125,49.69096532,-124.8496239,8749.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b37,0.0426,0.0596,0.0863,0.0184,0.0125,49.69096035,-124.8494857,8749.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3e,0.0493,0.0697,0.0944,0.0222,0.0125,49.69019764,-124.8507991,8758.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3f,0.0493,0.061,0.0848,0.019,0.0125,49.69019268,-124.8506608,8758.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5d,0.0493,0.0686,0.0885,0.0218,0.0125,49.69010793,-124.8508067,8759.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5e,0.0493,0.062,0.081,0.0198,0.0125,49.69010297,-124.8506684,8759.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c82,0.0384,0.0617,0.0884,0.0205,0.0125,49.68998844,-124.8499847,8760.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c83,0.0384,0.0609,0.094,0.0223,0.0125,49.68998348,-124.8498464,8760.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b5,0.0489,0.0648,0.0879,0.0201,0.0126,49.69215139,-124.8500776,8736.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b6,0.0489,0.0626,0.0821,0.0199,0.0126,49.69214643,-124.8499393,8736.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d5,0.0489,0.0652,0.0896,0.0219,0.0126,49.69206168,-124.8500853,8737.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d6,0.0489,0.0668,0.085,0.0214,0.0126,49.69205672,-124.849947,8737.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa7,0.0443,0.0678,0.0914,0.0204,0.0126,49.69141386,-124.8495857,8744.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa8,0.0443,0.0631,0.0886,0.021,0.0126,49.6914089,-124.8494474,8744.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac3,0.0443,0.0672,0.092,0.0218,0.0126,49.69132416,-124.8495933,8745.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac4,0.0443,0.0609,0.0894,0.0206,0.0126,49.69131919,-124.8494551,8745.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adb,0.0477,0.0602,0.0893,0.02,0.0126,49.6912543,-124.8501541,8746.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adc,0.0477,0.0618,0.0866,0.02,0.0126,49.69124934,-124.8500158,8746.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af8,0.0477,0.0614,0.0824,0.0182,0.0126,49.69116459,-124.8501618,8747.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af9,0.0477,0.0589,0.0844,0.0179,0.0126,49.69115963,-124.8500235,8747.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b15,0.0472,0.058,0.0832,0.0182,0.0126,49.69107488,-124.8501694,8748.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b16,0.0472,0.0592,0.0846,0.0201,0.0126,49.69106992,-124.8500311,8748.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b32,0.0472,0.0568,0.0856,0.0189,0.0126,49.69098517,-124.8501771,8749.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b33,0.0472,0.058,0.0832,0.0178,0.0126,49.69098021,-124.8500388,8749.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000976,0.0448,0.0595,0.0892,0.0192,0.0128,49.69232088,-124.8497857,8734.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000977,0.0448,0.0595,0.0856,0.0206,0.0128,49.69231592,-124.8496474,8734.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000997,0.0448,0.0622,0.0865,0.0199,0.0128,49.69223118,-124.8497934,8735.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000998,0.0448,0.059,0.0858,0.0205,0.0128,49.69222621,-124.8496551,8735.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b7,0.0456,0.0622,0.0864,0.0224,0.0128,49.69214147,-124.849801,8736.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b8,0.0456,0.059,0.0871,0.0195,0.0128,49.6921365,-124.8496628,8736.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d7,0.0456,0.0629,0.0858,0.017,0.0128,49.69205176,-124.8498087,8737.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d8,0.0456,0.0618,0.0847,0.0177,0.0128,49.69204679,-124.8496704,8737.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad7,0.056,0.0752,0.106,0.025,0.0128,49.69127415,-124.8507073,8746.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad8,0.056,0.069,0.1001,0.0225,0.0128,49.69126919,-124.850569,8746.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af4,0.056,0.0745,0.1058,0.025,0.0128,49.69118444,-124.8507149,8747.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af5,0.056,0.0712,0.0992,0.0229,0.0128,49.69117948,-124.8505766,8747.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc3,0.0533,0.0732,0.103,0.023,0.013,49.69055648,-124.8507685,8754.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc4,0.0533,0.0704,0.0968,0.0224,0.013,49.69055152,-124.8506302,8754.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be1,0.0533,0.072,0.0959,0.0235,0.013,49.69046677,-124.8507761,8755.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be2,0.0533,0.0655,0.0908,0.0216,0.013,49.69046181,-124.8506378,8755.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000766,0.0455,0.064,0.088,0.0218,0.0131,49.69375623,-124.8496633,8718.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000767,0.0455,0.0593,0.0865,0.02,0.0131,49.69375127,-124.84952545166016,8718.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077c,0.0455,0.0626,0.0879,0.0202,0.0131,49.69366652,-124.8496709,8719.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077d,0.0455,0.0566,0.083,0.0204,0.0131,49.69366156,-124.8495327,8719.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a6c,0.0461,0.0572,0.086,0.02,0.0131,49.69160321,-124.8498469,8742.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a6d,0.0461,0.0616,0.0876,0.0212,0.0131,49.69159825,-124.8497087,8742.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a88,0.0461,0.059,0.0864,0.0197,0.0131,49.6915135,-124.8498546,8743.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a89,0.0461,0.064,0.0897,0.022,0.0131,49.69150854,-124.8497163,8743.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b52,0.0428,0.0596,0.0894,0.0207,0.0131,49.69088554,-124.8499082,8750.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b53,0.0428,0.0661,0.0947,0.0225,0.0131,49.69088057,-124.8497699,8750.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b70,0.0428,0.0616,0.0898,0.0208,0.0131,49.69079583,-124.8499158,8751.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b71,0.0428,0.0662,0.0959,0.0204,0.0131,49.69079086,-124.8497775,8751.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a9f,0.0556,0.0768,0.1088,0.0254,0.0132,49.69145357,-124.850692,8744.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa0,0.0556,0.0689,0.1014,0.0228,0.0132,49.69144861,-124.8505537,8744.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abb,0.0556,0.0764,0.1048,0.0244,0.0132,49.69136386,-124.8506996,8745.5,spawn,9926.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abc,0.0556,0.0714,0.0996,0.0252,0.0132,49.6913589,-124.8505613,8745.5,spawn,9927.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b17,0.0439,0.062,0.0898,0.0203,0.0132,49.69106496,-124.8498929,8748.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b18,0.0439,0.0664,0.0912,0.0202,0.0132,49.69105999,-124.8497546,8748.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b34,0.0439,0.0608,0.0894,0.0196,0.0132,49.69097525,-124.8499005,8749.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b35,0.0439,0.0644,0.0956,0.023,0.0132,49.69097028,-124.8497622,8749.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b54,0.0415,0.0637,0.0952,0.0206,0.0132,49.69087561,-124.8496316,8750.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b55,0.0415,0.0562,0.0845,0.0179,0.0132,49.69087064,-124.8494933,8750.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b72,0.0415,0.0632,0.0934,0.0217,0.0132,49.6907859,-124.8496392,8751.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000764,0.0517,0.0706,0.1032,0.0248,0.0133,49.69376616,-124.8499399,8718.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000765,0.0517,0.0673,0.095,0.0243,0.0133,49.6937612,-124.8498016,8718.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077a,0.0517,0.07,0.1032,0.0262,0.0133,49.69367645,-124.8499475,8719.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077b,0.0517,0.064,0.0939,0.0228,0.0133,49.69367149,-124.8498092,8719.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f2,0.053,0.0726,0.1014,0.0237,0.0133,49.6919819,-124.8503695,8738.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f3,0.053,0.0714,0.0982,0.0242,0.0133,49.69197694,-124.8502312,8738.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f8,0.0442,0.0622,0.0886,0.0201,0.0133,49.69195212,-124.8495398,8738.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f9,0.0442,0.058,0.0857,0.0177,0.0133,49.69194715,-124.8494015,8738.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a10,0.053,0.0683,0.0964,0.0213,0.0133,49.69189219,-124.8503771,8739.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a11,0.053,0.0711,0.099,0.0256,0.0133,49.69188723,-124.8502389,8739.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a16,0.0442,0.062,0.0856,0.0206,0.0133,49.69186241,-124.8495474,8739.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a17,0.0442,0.0602,0.085,0.0181,0.0133,49.69185745,-124.8494091,8739.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b8d,0.0419,0.063,0.0882,0.0208,0.0133,49.69070612,-124.8499235,8752.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b8e,0.0419,0.0662,0.0944,0.0202,0.0133,49.69070115,-124.8497852,8752.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bab,0.0419,0.063,0.0888,0.0219,0.0133,49.69061641,-124.8499311,8753.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bac,0.0419,0.0653,0.0918,0.0202,0.0133,49.69061145,-124.8497928,8753.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000934,0.0423,0.059,0.0835,0.0199,0.0134,49.69249037,-124.8494939,8732.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000935,0.0423,0.0584,0.0852,0.0199,0.0134,49.69248541,-124.8493556,8732.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000956,0.0423,0.0604,0.0834,0.02,0.0134,49.69240067,-124.8495015,8733.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000957,0.0423,0.059,0.0843,0.019,0.0134,49.6923957,-124.8493632,8733.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000978,0.0427,0.0584,0.0828,0.0203,0.0134,49.69231096,-124.8495092,8734.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000979,0.0427,0.0592,0.0813,0.0186,0.0134,49.69230599,-124.8493709,8734.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000999,0.0427,0.0566,0.0828,0.0188,0.0134,49.69222125,-124.8495168,8735.5,spawn,9934.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099a,0.0427,0.0598,0.083,0.0191,0.0134,49.69221628,-124.8493785,8735.5,spawn,9935.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a2e,0.0522,0.0658,0.096,0.0217,0.0134,49.69180248,-124.8503848,8740.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a2f,0.0522,0.0652,0.097,0.0229,0.0134,49.69179752,-124.8502465,8740.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a4b,0.0522,0.0668,0.0933,0.0222,0.0134,49.69171277,-124.8503924,8741.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a4c,0.0522,0.0642,0.0938,0.0218,0.0134,49.69170781,-124.8502542,8741.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b3,0.053,0.073,0.0988,0.0247,0.0135,49.69216132,-124.8503542,8736.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b4,0.053,0.0676,0.0916,0.0243,0.0135,49.69215636,-124.8502159,8736.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d3,0.053,0.0751,0.1002,0.0243,0.0135,49.69207161,-124.8503618,8737.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d4,0.053,0.0694,0.0966,0.0233,0.0135,49.69206665,-124.8502235,8737.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a5,0.0463,0.0652,0.0913,0.0209,0.0136,49.69285914,-124.8497398,8728.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a6,0.0463,0.0603,0.085,0.0205,0.0136,49.69285418,-124.8496015,8728.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9,0.0463,0.0666,0.091,0.0209,0.0136,49.69276943,-124.8497475,8729.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ca,0.0463,0.0625,0.0846,0.0204,0.0136,49.69276447,-124.8496092,8729.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa5,0.0458,0.0587,0.0877,0.022,0.0136,49.69142379,-124.8498623,8744.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa6,0.0458,0.0628,0.0901,0.0224,0.0136,49.69141883,-124.84972381591797,8744.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac1,0.0458,0.0616,0.0886,0.0197,0.0136,49.69133408,-124.8498699,8745.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac2,0.0458,0.067,0.0904,0.0219,0.0136,49.69132912,-124.8497316,8745.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085b,0.0469,0.0601,0.0892,0.0204,0.0139,49.69303856,-124.8497245,8726.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085c,0.0469,0.0578,0.0826,0.0171,0.0139,49.69303359,-124.8495862,8726.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000880,0.0469,0.0622,0.0899,0.0209,0.0139,49.69294885,-124.8497322,8727.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000881,0.0469,0.0618,0.0831,0.0193,0.0139,49.69294388,-124.8495939,8727.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e8,0.0542,0.07,0.1036,0.0249,0.0139,49.69269958,-124.8503083,8730.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e9,0.0542,0.0675,0.0928,0.0224,0.0139,49.69269461,-124.85016632080078,8730.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090b,0.0542,0.0698,0.1005,0.0253,0.0139,49.69260987,-124.8503159,8731.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090c,0.0542,0.0657,0.0918,0.0217,0.0139,49.6926049,-124.8501776,8731.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7a,0.0535,0.082,0.1068,0.0271,0.014,49.69002815,-124.8510909,8760.5,spawn,9924.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7b,0.0535,0.0702,0.0993,0.0233,0.014,49.69002319,-124.8509526,8760.5,spawn,9925.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000741,0.0463,0.0697,0.0948,0.0239,0.0141,49.69393565,-124.849648,8716.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000742,0.0463,0.0601,0.0854,0.0216,0.0141,49.69393069,-124.8495097,8716.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000752,0.0463,0.0618,0.0907,0.0237,0.0141,49.69384594,-124.8496556,8717.5,spawn,9932.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000753,0.0463,0.0589,0.0872,0.0202,0.0141,49.69384098,-124.8495174,8717.5,spawn,9933.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a3,0.0506,0.0696,0.101,0.0228,0.0141,49.69286907,-124.8500164,8728.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a4,0.0506,0.067,0.0968,0.022,0.0141,49.6928641,-124.8498781,8728.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c7,0.0506,0.0688,0.0958,0.0221,0.0141,49.69277936,-124.8500241,8729.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c8,0.0506,0.0666,0.0958,0.0227,0.0141,49.69277439,-124.8498858,8729.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000073f,0.0527,0.0758,0.1046,0.0257,0.0142,49.69394558,-124.8499246,8716.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000740,0.0527,0.0722,0.102,0.0251,0.0142,49.69394061,-124.8497863,8716.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000750,0.0527,0.0716,0.1048,0.0244,0.0142,49.69385587,-124.8499322,8717.5,spawn,9930.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000751,0.0527,0.07,0.0992,0.0253,0.0142,49.6938509,-124.8497939,8717.5,spawn,9931.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092e,0.0533,0.0736,0.0991,0.0266,0.0143,49.69252016,-124.8503236,8732.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092f,0.0533,0.0651,0.0947,0.0245,0.0143,49.69251519,-124.8501853,8732.5,spawn,9929.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000950,0.0533,0.0678,0.0979,0.0247,0.0143,49.69243045,-124.8503312,8733.5,spawn,9928.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
